year,ceremonyNum,award,won,name,movie
1966 (39th),39,ART DIRECTION (Black-and-White),,Is Paris Burning? ,"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy"
1966 (39th),39,ART DIRECTION (Black-and-White),,Mister Buddwing ,"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt"
1966 (39th),39,ART DIRECTION (Black-and-White),1,Who's Afraid of Virginia Woolf? ,Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins
1966 (39th),39,ART DIRECTION (Color),1,Fantastic Voyage ,"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss"
1966 (39th),39,ART DIRECTION (Color),,Gambit ,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin"
1966 (39th),39,ART DIRECTION (Color),,Juliet of the Spirits ,Piero Gherardi
1966 (39th),39,ART DIRECTION (Color),,The Oscar ,"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne"
1966 (39th),39,ART DIRECTION (Color),,The Sand Pebbles ,"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan"
1966 (39th),39,CINEMATOGRAPHY (Black-and-White),,The Fortune Cookie ,Joseph LaShelle
1966 (39th),39,CINEMATOGRAPHY (Black-and-White),,Georgy Girl ,Ken Higgins
1966 (39th),39,CINEMATOGRAPHY (Black-and-White),,Is Paris Burning? ,Marcel Grignon
1966 (39th),39,CINEMATOGRAPHY (Black-and-White),,Seconds ,James Wong Howe
1966 (39th),39,CINEMATOGRAPHY (Black-and-White),1,Who's Afraid of Virginia Woolf? ,Haskell Wexler
1966 (39th),39,CINEMATOGRAPHY (Color),,Fantastic Voyage ,Ernest Laszlo
1966 (39th),39,CINEMATOGRAPHY (Color),,Hawaii ,Russell Harlan
1966 (39th),39,CINEMATOGRAPHY (Color),1,A Man for All Seasons ,Ted Moore
1966 (39th),39,CINEMATOGRAPHY (Color),,The Professionals ,Conrad Hall
1966 (39th),39,CINEMATOGRAPHY (Color),,The Sand Pebbles ,Joseph MacDonald
1966 (39th),39,COSTUME DESIGN (Black-and-White),,The Gospel According to St. Matthew ,Danilo Donati
1966 (39th),39,COSTUME DESIGN (Black-and-White),,Mandragola ,Danilo Donati
1966 (39th),39,COSTUME DESIGN (Black-and-White),,Mister Buddwing ,Helen Rose
1966 (39th),39,COSTUME DESIGN (Black-and-White),,Morgan! ,Jocelyn Rickards
1966 (39th),39,COSTUME DESIGN (Black-and-White),1,Who's Afraid of Virginia Woolf? ,Irene Sharaff
1966 (39th),39,COSTUME DESIGN (Color),,Gambit ,Jean Louis
1966 (39th),39,COSTUME DESIGN (Color),,Hawaii ,Dorothy Jeakins
1966 (39th),39,COSTUME DESIGN (Color),,Juliet of the Spirits ,Piero Gherardi
1966 (39th),39,COSTUME DESIGN (Color),1,A Man for All Seasons ,"Elizabeth Haffenden, Joan Bridge"
1966 (39th),39,COSTUME DESIGN (Color),,The Oscar ,Edith Head
1966 (39th),39,DIRECTING,,Blow-Up ,Michelangelo Antonioni
1966 (39th),39,DIRECTING,,A Man and a Woman ,Claude Lelouch
1966 (39th),39,DIRECTING,1,A Man for All Seasons ,Fred Zinnemann
1966 (39th),39,DIRECTING,,The Professionals ,Richard Brooks
1966 (39th),39,DIRECTING,,Who's Afraid of Virginia Woolf? ,Mike Nichols
1966 (39th),39,DOCUMENTARY (Feature),,The Face of Genius ,"Alfred R. Kelman, Producer"
1966 (39th),39,DOCUMENTARY (Feature),,Helicopter Canada ,"Peter Jones and Tom Daly, Producers"
1966 (39th),39,DOCUMENTARY (Feature),,Le Volcan Interdit (The Forbidden Volcano) ,"Haroun Tazieff, Producer"
1966 (39th),39,DOCUMENTARY (Feature),,The Really Big Family ,"Alex Grasshoff, Producer"
1966 (39th),39,DOCUMENTARY (Feature),1,The War Game ,"Peter Watkins, Producer"
1966 (39th),39,DOCUMENTARY (Short Subject),,Adolescence ,"Marin Karmitz and Vladimir Forgency, Producers"
1966 (39th),39,DOCUMENTARY (Short Subject),,Cowboy ,"Michael Ahnemann and Gary Schlosser, Producers"
1966 (39th),39,DOCUMENTARY (Short Subject),,The Odds Against ,"Lee R. Bobker and Helen Kristt Radin, Producers"
1966 (39th),39,DOCUMENTARY (Short Subject),,Saint Matthew Passion ,Mafilm Studio
1966 (39th),39,DOCUMENTARY (Short Subject),1,A Year toward Tomorrow ,"Edmond A. Levy, Producer"
1966 (39th),39,FILM EDITING,,Fantastic Voyage ,William B. Murphy
1966 (39th),39,FILM EDITING,1,Grand Prix ,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo"
1966 (39th),39,FILM EDITING,,The Russians Are Coming The Russians Are Coming ,"Hal Ashby, J. Terry Williams"
1966 (39th),39,FILM EDITING,,The Sand Pebbles ,William Reynolds
1966 (39th),39,FILM EDITING,,Who's Afraid of Virginia Woolf? ,Sam O'Steen
1966 (39th),39,FOREIGN LANGUAGE FILM,,The Battle of Algiers ,Italy
1966 (39th),39,FOREIGN LANGUAGE FILM,,Loves of a Blonde ,Czechoslovakia
1966 (39th),39,FOREIGN LANGUAGE FILM,1,A Man and a Woman ,France
1966 (39th),39,FOREIGN LANGUAGE FILM,,Pharaoh ,Poland
1966 (39th),39,FOREIGN LANGUAGE FILM,,Three ,Yugoslavia
1966 (39th),39,MUSIC (Original Music Score),,The Bible ,Toshiro Mayuzumi
1966 (39th),39,MUSIC (Original Music Score),1,Born Free ,John Barry
1966 (39th),39,MUSIC (Original Music Score),,Hawaii ,Elmer Bernstein
1966 (39th),39,MUSIC (Original Music Score),,The Sand Pebbles ,Jerry Goldsmith
1966 (39th),39,MUSIC (Original Music Score),,Who's Afraid of Virginia Woolf? ,Alex North
1966 (39th),39,MUSIC (Scoring of Music--adaptation or treatment),1,A Funny Thing Happened on the Way to the Forum ,Ken Thorne
1966 (39th),39,MUSIC (Scoring of Music--adaptation or treatment),,The Gospel According to St. Matthew ,Luis Enrique Bacalov
1966 (39th),39,MUSIC (Scoring of Music--adaptation or treatment),,Return of the Seven ,Elmer Bernstein
1966 (39th),39,MUSIC (Scoring of Music--adaptation or treatment),,The Singing Nun ,Harry Sukman
1966 (39th),39,MUSIC (Scoring of Music--adaptation or treatment),,Stop the World--I Want to Get Off ,Al Ham
1966 (39th),39,MUSIC (Song),,"""Alfie"" from Alfie",Music by Burt Bacharach; Lyrics by Hal David
1966 (39th),39,MUSIC (Song),1,"""Born Free"" from Born Free",Music by John Barry; Lyrics by Don Black
1966 (39th),39,MUSIC (Song),,"""Georgy Girl"" from Georgy Girl",Music by Tom Springfield; Lyrics by Jim Dale
1966 (39th),39,MUSIC (Song),,"""My Wishing Doll"" from Hawaii",Music by Elmer Bernstein; Lyrics by Mack David
1966 (39th),39,MUSIC (Song),,"""A Time For Love"" from An American Dream",Music by Johnny Mandel; Lyrics by Paul Francis Webster
1966 (39th),39,BEST PICTURE,,Alfie ,"Lewis Gilbert, Producer"
1966 (39th),39,BEST PICTURE,1,A Man for All Seasons ,"Fred Zinnemann, Producer"
1966 (39th),39,BEST PICTURE,,The Russians Are Coming The Russians Are Coming ,"Norman Jewison, Producer"
1966 (39th),39,BEST PICTURE,,The Sand Pebbles ,"Robert Wise, Producer"
1966 (39th),39,BEST PICTURE,,Who's Afraid of Virginia Woolf? ,"Ernest Lehman, Producer"
1966 (39th),39,SHORT SUBJECT (Cartoon),,The Drag ,"Wolf Koenig and Robert Verrall, Producers"
1966 (39th),39,SHORT SUBJECT (Cartoon),1,Herb Alpert and the Tijuana Brass Double Feature ,"John Hubley and Faith Hubley, Producers"
1966 (39th),39,SHORT SUBJECT (Cartoon),,The Pink Blueprint ,"David H. DePatie and Friz Freleng, Producers"
1966 (39th),39,SHORT SUBJECT (Live Action),,Turkey the Bridge ,"Derek Williams, Producer"
1966 (39th),39,SHORT SUBJECT (Live Action),1,Wild Wings ,"Edgar Anstey, Producer"
1966 (39th),39,SHORT SUBJECT (Live Action),,The Winning Strain ,"Leslie Winik, Producer"
1966 (39th),39,SOUND,,Gambit ,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director"
1966 (39th),39,SOUND,1,Grand Prix ,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director"
1966 (39th),39,SOUND,,Hawaii ,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director"
1966 (39th),39,SOUND,,The Sand Pebbles ,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director"
1966 (39th),39,SOUND,,Who's Afraid of Virginia Woolf? ,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director"
1966 (39th),39,SOUND EFFECTS,,Fantastic Voyage ,Walter Rossi
1966 (39th),39,SOUND EFFECTS,1,Grand Prix ,Gordon Daniel
1966 (39th),39,SPECIAL VISUAL EFFECTS,1,Fantastic Voyage ,Art Cruickshank
1966 (39th),39,SPECIAL VISUAL EFFECTS,,Hawaii ,Linwood G. Dunn
1966 (39th),39,WRITING (Screenplay--based on material from another medium),,Alfie ,Bill Naughton
1966 (39th),39,WRITING (Screenplay--based on material from another medium),1,A Man for All Seasons ,Robert Bolt
1966 (39th),39,WRITING (Screenplay--based on material from another medium),,The Professionals ,Richard Brooks
1966 (39th),39,WRITING (Screenplay--based on material from another medium),,The Russians Are Coming The Russians Are Coming ,William Rose
1966 (39th),39,WRITING (Screenplay--based on material from another medium),,Who's Afraid of Virginia Woolf? ,Ernest Lehman
1966 (39th),39,WRITING (Story and Screenplay--written directly for the screen),,Blow-Up ,"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond"
1966 (39th),39,WRITING (Story and Screenplay--written directly for the screen),,The Fortune Cookie ,"Billy Wilder, I. A. L. Diamond"
1966 (39th),39,WRITING (Story and Screenplay--written directly for the screen),,Khartoum ,Robert Ardrey
1966 (39th),39,WRITING (Story and Screenplay--written directly for the screen),1,A Man and a Woman ,"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven"
1966 (39th),39,WRITING (Story and Screenplay--written directly for the screen),,The Naked Prey ,"Clint Johnston, Don Peters"
1966 (39th),39,JEAN HERSHOLT HUMANITARIAN AWARD,1,George Bagnall,
1966 (39th),39,HONORARY AWARD,1,To Y. Frank Freeman for unusual and outstanding service to the Academy during his thirty years in Hollywood.,
1966 (39th),39,HONORARY AWARD,1,To Yakima Canutt for achievements as a stunt man and for developing safety devices to protect stunt men everywhere.,
1966 (39th),39,IRVING G. THALBERG MEMORIAL AWARD,1,Robert Wise,
1966 (39th),39,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,To MITCHELL CAMERA CORPORATION for the design and development of the Mitchell Mark II 35mm Portable Motion Picture Reflex Camera. [Camera],
1966 (39th),39,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,To ARNOLD & RICHTER KG for the design and development of the Arriflex 35mm Portable Motion Picture Reflex Camera. [Camera],
1966 (39th),39,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To PANAVISION, INCORPORATED, for the design of the Panatron Power Inverter and its application to motion picture camera operation. [Stage Operations]",
1966 (39th),39,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To CARROLL KNUDSON for the production of a Composer's Manual for Motion Picture Music Synchronization. [Editorial],
1966 (39th),39,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To RUBY RAKSIN for the production of a Composer's Manual for Motion Picture Music Synchronization. [Editorial],
1967 (40th),40,ACTOR,,Warren Beatty,Bonnie and Clyde
1967 (40th),40,ACTOR,,Dustin Hoffman,The Graduate
1967 (40th),40,ACTOR,,Paul Newman,Cool Hand Luke
1967 (40th),40,ACTOR,1,Rod Steiger,In the Heat of the Night
1967 (40th),40,ACTOR,,Spencer Tracy,Guess Who's Coming to Dinner
1967 (40th),40,ACTOR IN A SUPPORTING ROLE,,John Cassavetes,The Dirty Dozen
1967 (40th),40,ACTOR IN A SUPPORTING ROLE,,Gene Hackman,Bonnie and Clyde
1967 (40th),40,ACTOR IN A SUPPORTING ROLE,,Cecil Kellaway,Guess Who's Coming to Dinner
1967 (40th),40,ACTOR IN A SUPPORTING ROLE,1,George Kennedy,Cool Hand Luke
1967 (40th),40,ACTOR IN A SUPPORTING ROLE,,Michael J. Pollard,Bonnie and Clyde
1967 (40th),40,ACTRESS,,Anne Bancroft,The Graduate
1967 (40th),40,ACTRESS,,Faye Dunaway,Bonnie and Clyde
1967 (40th),40,ACTRESS,,Dame Edith Evans,The Whisperers
1967 (40th),40,ACTRESS,,Audrey Hepburn,Wait until Dark
1967 (40th),40,ACTRESS,1,Katharine Hepburn,Guess Who's Coming to Dinner
1967 (40th),40,ACTRESS IN A SUPPORTING ROLE,,Carol Channing,Thoroughly Modern Millie
1967 (40th),40,ACTRESS IN A SUPPORTING ROLE,,Mildred Natwick,Barefoot in the Park
1967 (40th),40,ACTRESS IN A SUPPORTING ROLE,1,Estelle Parsons,Bonnie and Clyde
1967 (40th),40,ACTRESS IN A SUPPORTING ROLE,,Beah Richards,Guess Who's Coming to Dinner
1967 (40th),40,ACTRESS IN A SUPPORTING ROLE,,Katharine Ross,The Graduate
1967 (40th),40,ART DIRECTION,1,Camelot ,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown"
1967 (40th),40,ART DIRECTION,,Doctor Dolittle ,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss"
1967 (40th),40,ART DIRECTION,,Guess Who's Coming to Dinner ,Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle
1967 (40th),40,ART DIRECTION,,The Taming of the Shrew ,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi"
1967 (40th),40,ART DIRECTION,,Thoroughly Modern Millie ,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol"
1967 (40th),40,CINEMATOGRAPHY,1,Bonnie and Clyde ,Burnett Guffey
1967 (40th),40,CINEMATOGRAPHY,,Camelot ,Richard H. Kline
1967 (40th),40,CINEMATOGRAPHY,,Doctor Dolittle ,Robert Surtees
1967 (40th),40,CINEMATOGRAPHY,,The Graduate ,Robert Surtees
1967 (40th),40,CINEMATOGRAPHY,,In Cold Blood ,Conrad Hall
1967 (40th),40,COSTUME DESIGN,,Bonnie and Clyde ,Theadora Van Runkle
1967 (40th),40,COSTUME DESIGN,1,Camelot ,John Truscott
1967 (40th),40,COSTUME DESIGN,,The Happiest Millionaire ,Bill Thomas
1967 (40th),40,COSTUME DESIGN,,The Taming of the Shrew ,"Irene Sharaff, Danilo Donati"
1967 (40th),40,COSTUME DESIGN,,Thoroughly Modern Millie ,Jean Louis
1967 (40th),40,DIRECTING,,Bonnie and Clyde ,Arthur Penn
1967 (40th),40,DIRECTING,1,The Graduate ,Mike Nichols
1967 (40th),40,DIRECTING,,Guess Who's Coming to Dinner ,Stanley Kramer
1967 (40th),40,DIRECTING,,In Cold Blood ,Richard Brooks
1967 (40th),40,DIRECTING,,In the Heat of the Night ,Norman Jewison
1967 (40th),40,DOCUMENTARY (Feature),1,The Anderson Platoon ,"Pierre Schoendoerffer, Producer"
1967 (40th),40,DOCUMENTARY (Feature),,Festival ,"Murray Lerner, Producer"
1967 (40th),40,DOCUMENTARY (Feature),,Harvest ,"Carroll Ballard, Producer"
1967 (40th),40,DOCUMENTARY (Feature),,A King's Story ,"Jack Le Vien, Producer"
1967 (40th),40,DOCUMENTARY (Feature),,A Time for Burning ,"William C. Jersey, Producer"
1967 (40th),40,DOCUMENTARY (Short Subject),,Monument to the Dream ,"Charles E. Guggenheim, Producer"
1967 (40th),40,DOCUMENTARY (Short Subject),,A Place to Stand ,"Christopher Chapman, Producer"
1967 (40th),40,DOCUMENTARY (Short Subject),1,The Redwoods ,"Mark Harris and Trevor Greenwood, Producers"
1967 (40th),40,DOCUMENTARY (Short Subject),,See You at the Pillar ,"Robert Fitchett, Producer"
1967 (40th),40,DOCUMENTARY (Short Subject),,While I Run This Race ,"Carl V. Ragsdale, Producer"
1967 (40th),40,FILM EDITING,,Beach Red ,Frank P. Keller
1967 (40th),40,FILM EDITING,,The Dirty Dozen ,Michael Luciano
1967 (40th),40,FILM EDITING,,Doctor Dolittle ,"Samuel E. Beetley, Marjorie Fowler"
1967 (40th),40,FILM EDITING,,Guess Who's Coming to Dinner ,Robert C. Jones
1967 (40th),40,FILM EDITING,1,In the Heat of the Night ,Hal Ashby
1967 (40th),40,FOREIGN LANGUAGE FILM,1,Closely Watched Trains ,Czechoslovakia
1967 (40th),40,FOREIGN LANGUAGE FILM,,El Amor Brujo ,Spain
1967 (40th),40,FOREIGN LANGUAGE FILM,,I Even Met Happy Gypsies ,Yugoslavia
1967 (40th),40,FOREIGN LANGUAGE FILM,,Live for Life ,France
1967 (40th),40,FOREIGN LANGUAGE FILM,,Portrait of Chieko ,Japan
1967 (40th),40,MUSIC (Original Music Score),,Cool Hand Luke ,Lalo Schifrin
1967 (40th),40,MUSIC (Original Music Score),,Doctor Dolittle ,Leslie Bricusse
1967 (40th),40,MUSIC (Original Music Score),,Far from the Madding Crowd ,Richard Rodney Bennett
1967 (40th),40,MUSIC (Original Music Score),,In Cold Blood ,Quincy Jones
1967 (40th),40,MUSIC (Original Music Score),1,Thoroughly Modern Millie ,Elmer Bernstein
1967 (40th),40,MUSIC (Scoring of Music--adaptation or treatment),1,Camelot ,"Alfred Newman, Ken Darby"
1967 (40th),40,MUSIC (Scoring of Music--adaptation or treatment),,Doctor Dolittle ,"Lionel Newman, Alexander Courage"
1967 (40th),40,MUSIC (Scoring of Music--adaptation or treatment),,Guess Who's Coming to Dinner ,DeVol
1967 (40th),40,MUSIC (Scoring of Music--adaptation or treatment),,Thoroughly Modern Millie ,"Andre Previn, Joseph Gershenson"
1967 (40th),40,MUSIC (Scoring of Music--adaptation or treatment),,Valley of the Dolls ,John Williams
1967 (40th),40,MUSIC (Song),,"""The Bare Necessities"" from The Jungle Book",Music and Lyrics by Terry Gilkyson
1967 (40th),40,MUSIC (Song),,"""The Eyes Of Love"" from Banning",Music by Quincy Jones; Lyrics by Bob Russell
1967 (40th),40,MUSIC (Song),,"""The Look Of Love"" from Casino Royale",Music by Burt Bacharach; Lyrics by Hal David
1967 (40th),40,MUSIC (Song),1,"""Talk To The Animals"" from Doctor Dolittle",Music and Lyrics by Leslie Bricusse
1967 (40th),40,MUSIC (Song),,"""Thoroughly Modern Millie"" from Thoroughly Modern Millie",Music and Lyrics by James Van Heusen and Sammy Cahn
1967 (40th),40,BEST PICTURE,,Bonnie and Clyde ,"Warren Beatty, Producer"
1967 (40th),40,BEST PICTURE,,Doctor Dolittle ,"Arthur P. Jacobs, Producer"
1967 (40th),40,BEST PICTURE,,The Graduate ,"Lawrence Turman, Producer"
1967 (40th),40,BEST PICTURE,,Guess Who's Coming to Dinner ,"Stanley Kramer, Producer"
1967 (40th),40,BEST PICTURE,1,In the Heat of the Night ,"Walter Mirisch, Producer"
1967 (40th),40,SHORT SUBJECT (Cartoon),1,The Box ,"Fred Wolf, Producer"
1967 (40th),40,SHORT SUBJECT (Cartoon),,Hypothese Beta ,"Jean-Charles Meunier, Producer"
1967 (40th),40,SHORT SUBJECT (Cartoon),,What on Earth! ,"Robert Verrall and Wolf Koenig, Producers"
1967 (40th),40,SHORT SUBJECT (Live Action),,Paddle to the Sea ,"Julian Biggs, Producer"
1967 (40th),40,SHORT SUBJECT (Live Action),1,A Place to Stand ,"Christopher Chapman, Producer"
1967 (40th),40,SHORT SUBJECT (Live Action),,Sky over Holland ,"John Ferno, Producer"
1967 (40th),40,SHORT SUBJECT (Live Action),,"Stop, Look and Listen ","Len Janson and Chuck Menville, Producers"
1967 (40th),40,SOUND,,Camelot ,Warner Bros.-Seven Arts Studio Sound Department
1967 (40th),40,SOUND,,The Dirty Dozen ,Metro-Goldwyn-Mayer Studio Sound Department
1967 (40th),40,SOUND,,Doctor Dolittle ,20th Century-Fox Studio Sound Department
1967 (40th),40,SOUND,1,In the Heat of the Night ,Samuel Goldwyn Studio Sound Department
1967 (40th),40,SOUND,,Thoroughly Modern Millie ,Universal City Studio Sound Department
1967 (40th),40,SOUND EFFECTS,1,The Dirty Dozen ,John Poyner
1967 (40th),40,SOUND EFFECTS,,In the Heat of the Night ,James A. Richard
1967 (40th),40,SPECIAL VISUAL EFFECTS,1,Doctor Dolittle ,L. B. Abbott
1967 (40th),40,SPECIAL VISUAL EFFECTS,,Tobruk ,"Howard A. Anderson, Jr., Albert Whitlock"
1967 (40th),40,WRITING (Screenplay--based on material from another medium),,Cool Hand Luke ,"Donn Pearce, Frank R. Pierson"
1967 (40th),40,WRITING (Screenplay--based on material from another medium),,The Graduate ,"Calder Willingham, Buck Henry"
1967 (40th),40,WRITING (Screenplay--based on material from another medium),,In Cold Blood ,Richard Brooks
1967 (40th),40,WRITING (Screenplay--based on material from another medium),1,In the Heat of the Night ,Stirling Silliphant
1967 (40th),40,WRITING (Screenplay--based on material from another medium),,Ulysses ,"Joseph Strick, Fred Haines"
