year,ceremonyNum,award,won,name,movie
1940 (13th),13,WRITING (Original Screenplay),,Dr. Ehrlich's Magic Bullet ,"John Huston, Heinz Herald, Norman Burnside"
1940 (13th),13,WRITING (Original Screenplay),,Foreign Correspondent ,"Charles Bennett, Joan Harrison"
1940 (13th),13,WRITING (Original Screenplay),,The Great Dictator ,Charles Chaplin
1940 (13th),13,WRITING (Original Screenplay),1,The Great McGinty ,Preston Sturges
1940 (13th),13,WRITING (Original Story),1,"Arise, My Love ","Benjamin Glazer, John S. Toldy"
1940 (13th),13,WRITING (Original Story),,Comrade X ,Walter Reisch
1940 (13th),13,WRITING (Original Story),,"Edison, the Man ","Dore Schary, Hugo Butler"
1940 (13th),13,WRITING (Original Story),,My Favorite Wife ,"Bella Spewack, Samuel Spewack, Leo McCarey"
1940 (13th),13,WRITING (Original Story),,The Westerner ,Stuart N. Lake
1940 (13th),13,WRITING (Screenplay),,The Grapes of Wrath ,Nunnally Johnson
1940 (13th),13,WRITING (Screenplay),,Kitty Foyle ,Dalton Trumbo
1940 (13th),13,WRITING (Screenplay),,The Long Voyage Home ,Dudley Nichols
1940 (13th),13,WRITING (Screenplay),1,The Philadelphia Story ,Donald Ogden Stewart
1940 (13th),13,WRITING (Screenplay),,Rebecca ,"Robert E. Sherwood, Joan Harrison"
1940 (13th),13,SPECIAL AWARD,1,"To Bob Hope, in recognition of his unselfish services to the Motion Picture Industry.",
1940 (13th),13,SPECIAL AWARD,1,"To Colonel Nathan Levinson for his outstanding service to the industry and the Army during the past nine years, which has made possible the present efficient mobilization of the motion picture industry facilities for the production of Army Training Films.",
1940 (13th),13,SCIENTIFIC OR TECHNICAL AWARD (Class I),1,"To 20TH CENTURY-FOX FILM CORP. for the design and construction of the 20th Century Silenced Camera, developed by DANIEL CLARK, GROVER LAUBE, CHARLES MILLER and ROBERT W. STEVENS. [Camera]",
1940 (13th),13,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To WARNER BROS. STUDIO ART DEPARTMENT and ANTON GROT for the design and perfection of the Warner Bros. water ripple and wave illusion machine. [Stage Operations],
1941 (14th),14,ACTOR,1,Gary Cooper,Sergeant York
1941 (14th),14,ACTOR,,Cary Grant,Penny Serenade
1941 (14th),14,ACTOR,,Walter Huston,All That Money Can Buy
1941 (14th),14,ACTOR,,Robert Montgomery,Here Comes Mr. Jordan
1941 (14th),14,ACTOR,,Orson Welles,Citizen Kane
1941 (14th),14,ACTOR IN A SUPPORTING ROLE,,Walter Brennan,Sergeant York
1941 (14th),14,ACTOR IN A SUPPORTING ROLE,,Charles Coburn,The Devil and Miss Jones
1941 (14th),14,ACTOR IN A SUPPORTING ROLE,1,Donald Crisp,How Green Was My Valley
1941 (14th),14,ACTOR IN A SUPPORTING ROLE,,James Gleason,Here Comes Mr. Jordan
1941 (14th),14,ACTOR IN A SUPPORTING ROLE,,Sydney Greenstreet,The Maltese Falcon
1941 (14th),14,ACTRESS,,Bette Davis,The Little Foxes
1941 (14th),14,ACTRESS,,Olivia de Havilland,Hold Back the Dawn
1941 (14th),14,ACTRESS,1,Joan Fontaine,Suspicion
1941 (14th),14,ACTRESS,,Greer Garson,Blossoms in the Dust
1941 (14th),14,ACTRESS,,Barbara Stanwyck,Ball of Fire
1941 (14th),14,ACTRESS IN A SUPPORTING ROLE,,Sara Allgood,How Green Was My Valley
1941 (14th),14,ACTRESS IN A SUPPORTING ROLE,1,Mary Astor,The Great Lie
1941 (14th),14,ACTRESS IN A SUPPORTING ROLE,,Patricia Collinge,The Little Foxes
1941 (14th),14,ACTRESS IN A SUPPORTING ROLE,,Teresa Wright,The Little Foxes
1941 (14th),14,ACTRESS IN A SUPPORTING ROLE,,Margaret Wycherly,Sergeant York
1941 (14th),14,ART DIRECTION (Black-and-White),,Citizen Kane ,"Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera"
1941 (14th),14,ART DIRECTION (Black-and-White),,The Flame of New Orleans ,"Art Direction:  Martin Obzina, Jack Otterson;  Interior Decoration:  Russell A. Gausman"
1941 (14th),14,ART DIRECTION (Black-and-White),,Hold Back the Dawn ,"Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer"
1941 (14th),14,ART DIRECTION (Black-and-White),1,How Green Was My Valley ,"Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little"
1941 (14th),14,ART DIRECTION (Black-and-White),,Ladies in Retirement ,Art Direction:  Lionel Banks;  Interior Decoration:  George Montgomery
1941 (14th),14,ART DIRECTION (Black-and-White),,The Little Foxes ,Art Direction:  Stephen Goosson;  Interior Decoration:  Howard Bristol
1941 (14th),14,ART DIRECTION (Black-and-White),,Sergeant York ,Art Direction:  John Hughes;  Interior Decoration:  Fred MacLean
1941 (14th),14,ART DIRECTION (Black-and-White),,Sis Hopkins,
1941 (14th),14,ART DIRECTION (Black-and-White),,The Son of Monte Cristo ,Art Direction:  John DuCasse Schulze;  Interior Decoration:  Edward G. Boyle
1941 (14th),14,ART DIRECTION (Black-and-White),,Sundown ,Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine
1941 (14th),14,ART DIRECTION (Black-and-White),,That Hamilton Woman ,Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron
1941 (14th),14,ART DIRECTION (Black-and-White),,When Ladies Meet ,"Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis"
1941 (14th),14,ART DIRECTION (Color),,Blood and Sand ,"Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little"
1941 (14th),14,ART DIRECTION (Color),1,Blossoms in the Dust ,"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis"
1941 (14th),14,ART DIRECTION (Color),,Louisiana Purchase ,Art Direction:  Raoul Pene du Bois;  Interior Decoration:  Stephen A. Seymour
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,The Chocolate Soldier ,Karl Freund
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Citizen Kane ,Gregg Toland
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Dr. Jekyll and Mr. Hyde ,Joseph Ruttenberg
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Here Comes Mr. Jordan ,Joseph Walker
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Hold Back the Dawn ,Leo Tover
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),1,How Green Was My Valley ,Arthur Miller
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Sergeant York ,Sol Polito
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Sun Valley Serenade ,Edward Cronjager
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,Sundown ,Charles Lang
1941 (14th),14,CINEMATOGRAPHY (Black-and-White),,That Hamilton Woman ,Rudolph Maté
1941 (14th),14,CINEMATOGRAPHY (Color),,Aloma of the South Seas ,"Wilfred M. Cline, Karl Struss, William Snyder"
1941 (14th),14,CINEMATOGRAPHY (Color),,Billy the Kid ,"William V. Skall, Leonard Smith"
1941 (14th),14,CINEMATOGRAPHY (Color),1,Blood and Sand ,"Ernest Palmer, Ray Rennahan"
1941 (14th),14,CINEMATOGRAPHY (Color),,Blossoms in the Dust ,"Karl Freund, W. Howard Greene"
1941 (14th),14,CINEMATOGRAPHY (Color),,Dive Bomber ,Bert Glennon
1941 (14th),14,CINEMATOGRAPHY (Color),,Louisiana Purchase ,"Harry Hallenberger, Ray Rennahan"
1941 (14th),14,DIRECTING,,Citizen Kane ,Orson Welles
1941 (14th),14,DIRECTING,,Here Comes Mr. Jordan ,Alexander Hall
1941 (14th),14,DIRECTING,1,How Green Was My Valley ,John Ford
1941 (14th),14,DIRECTING,,The Little Foxes ,William Wyler
1941 (14th),14,DIRECTING,,Sergeant York ,Howard Hawks
1941 (14th),14,DOCUMENTARY (Short Subject),,Adventure in the Bronx ,Film Associates
1941 (14th),14,DOCUMENTARY (Short Subject),,Bomber ,United States Office for Emergency Management Film Unit
1941 (14th),14,DOCUMENTARY (Short Subject),,Christmas under Fire ,British Ministry of Information
1941 (14th),14,DOCUMENTARY (Short Subject),1,Churchill's Island ,National Film Board of Canada
1941 (14th),14,DOCUMENTARY (Short Subject),,Letter from Home ,British Ministry of Information
1941 (14th),14,DOCUMENTARY (Short Subject),,Life of a Thoroughbred ,"Truman Talley, Producer"
1941 (14th),14,DOCUMENTARY (Short Subject),,Norway in Revolt ,The March of Time
1941 (14th),14,DOCUMENTARY (Short Subject),,A Place to Live ,Philadelphia Housing Association
1941 (14th),14,DOCUMENTARY (Short Subject),,Russian Soil ,Amkino
1941 (14th),14,DOCUMENTARY (Short Subject),,Soldiers of the Sky ,"Truman Talley, Producer"
1941 (14th),14,DOCUMENTARY (Short Subject),,War Clouds in the Pacific ,National Film Board of Canada
1941 (14th),14,FILM EDITING,,Citizen Kane ,Robert Wise
1941 (14th),14,FILM EDITING,,Dr. Jekyll and Mr. Hyde ,Harold F. Kress
1941 (14th),14,FILM EDITING,,How Green Was My Valley ,James B. Clark
1941 (14th),14,FILM EDITING,,The Little Foxes ,Daniel Mandell
1941 (14th),14,FILM EDITING,1,Sergeant York ,William Holmes
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),1,All That Money Can Buy ,Bernard Herrmann
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Back Street ,Frank Skinner
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Ball of Fire ,Alfred Newman
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Cheers for Miss Bishop ,Edward Ward
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Citizen Kane ,Bernard Herrmann
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Dr. Jekyll and Mr. Hyde ,Franz Waxman
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Hold Back the Dawn ,Victor Young
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,How Green Was My Valley ,Alfred Newman
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,King of the Zombies ,Edward Kay
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Ladies in Retirement ,"Morris Stoloff, Ernst Toch"
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,The Little Foxes ,Meredith Willson
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Lydia ,Miklos Rozsa
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Mercy Island ,"Cy Feuer, Walter Scharf"
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Sergeant York ,Max Steiner
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,So Ends Our Night ,Louis Gruenberg
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Sundown ,Miklos Rozsa
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Suspicion ,Franz Waxman
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,Tanks a Million ,Edward Ward
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,That Uncertain Feeling ,Werner Heymann
1941 (14th),14,MUSIC (Music Score of a Dramatic Picture),,This Woman Is Mine ,Richard Hageman
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,All-American Co-Ed ,Edward Ward
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,Birth of the Blues ,Robert Emmett Dolan
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,Buck Privates ,Charles Previn
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,The Chocolate Soldier ,"Herbert Stothart, Bronislau Kaper"
1941 (14th),14,MUSIC (Scoring of a Musical Picture),1,Dumbo ,"Frank Churchill, Oliver Wallace"
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,Ice-Capades ,Cy Feuer
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,The Strawberry Blonde ,Heinz Roemheld
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,Sun Valley Serenade ,Emil Newman
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,Sunny ,Anthony Collins
1941 (14th),14,MUSIC (Scoring of a Musical Picture),,You'll Never Get Rich ,Morris Stoloff
1941 (14th),14,MUSIC (Song),,"""Baby Mine"" from Dumbo",Music by Frank Churchill; Lyrics by Ned Washington
1941 (14th),14,MUSIC (Song),,"""Be Honest With Me"" from Ridin' on a Rainbow",Music and Lyrics by Gene Autry and Fred Rose
1941 (14th),14,MUSIC (Song),,"""Blues In The Night"" from Blues in the Night",Music by Harold Arlen; Lyrics by Johnny Mercer
1941 (14th),14,MUSIC (Song),,"""Boogie Woogie Bugle Boy Of Company B"" from Buck Privates",Music by Hugh Prince; Lyrics by Don Raye
1941 (14th),14,MUSIC (Song),,"""Chattanooga Choo Choo"" from Sun Valley Serenade",Music by Harry Warren; Lyrics by Mack Gordon
1941 (14th),14,MUSIC (Song),,"""Dolores"" from Las Vegas Nights",Music by Lou Alter; Lyrics by Frank Loesser
1941 (14th),14,MUSIC (Song),1,"""The Last Time I Saw Paris"" from Lady Be Good",Music by Jerome Kern; Lyrics by Oscar Hammerstein II
1941 (14th),14,MUSIC (Song),,"""Out Of The Silence"" from All-American Co-Ed",Music and Lyrics by Lloyd B. Norlind
1941 (14th),14,MUSIC (Song),,"""Since I Kissed My Baby Goodbye"" from You'll Never Get Rich",Music and Lyrics by Cole Porter
1941 (14th),14,OUTSTANDING MOTION PICTURE,,Blossoms in the Dust ,Metro-Goldwyn-Mayer
1941 (14th),14,OUTSTANDING MOTION PICTURE,,Citizen Kane ,Mercury
1941 (14th),14,OUTSTANDING MOTION PICTURE,,Here Comes Mr. Jordan ,Columbia
1941 (14th),14,OUTSTANDING MOTION PICTURE,,Hold Back the Dawn ,Paramount
1941 (14th),14,OUTSTANDING MOTION PICTURE,1,How Green Was My Valley ,20th Century-Fox
1941 (14th),14,OUTSTANDING MOTION PICTURE,,The Little Foxes ,Samuel Goldwyn Productions
1941 (14th),14,OUTSTANDING MOTION PICTURE,,The Maltese Falcon ,Warner Bros.
1941 (14th),14,OUTSTANDING MOTION PICTURE,,One Foot in Heaven ,Warner Bros.
1941 (14th),14,OUTSTANDING MOTION PICTURE,,Sergeant York ,Warner Bros.
1941 (14th),14,OUTSTANDING MOTION PICTURE,,Suspicion ,RKO Radio
1941 (14th),14,SHORT SUBJECT (Cartoon),,Boogie Woogie Bugle Boy of Company B ,"Walter Lantz, Producer"
1941 (14th),14,SHORT SUBJECT (Cartoon),,Hiawatha's Rabbit Hunt ,"Leon Schlesinger, Producer"
1941 (14th),14,SHORT SUBJECT (Cartoon),,How War Came ,Columbia
1941 (14th),14,SHORT SUBJECT (Cartoon),1,Lend a Paw ,"Walt Disney, Producer"
1941 (14th),14,SHORT SUBJECT (Cartoon),,The Night before Christmas ,Metro-Goldwyn-Mayer
1941 (14th),14,SHORT SUBJECT (Cartoon),,Rhapsody in Rivets ,"Leon Schlesinger, Producer"
1941 (14th),14,SHORT SUBJECT (Cartoon),,Rhythm in the Ranks ,"George Pal, Producer"
1941 (14th),14,SHORT SUBJECT (Cartoon),,The Rookie Bear ,Metro-Goldwyn-Mayer
1941 (14th),14,SHORT SUBJECT (Cartoon),,Superman ,"Max Fleischer, Producer"
1941 (14th),14,SHORT SUBJECT (Cartoon),,Truant Officer Donald ,"Walt Disney, Producer"
1941 (14th),14,SHORT SUBJECT (One-reel),,Army Champions ,"Pete Smith, Producer"
1941 (14th),14,SHORT SUBJECT (One-reel),,Beauty and the Beach ,Paramount
1941 (14th),14,SHORT SUBJECT (One-reel),,Down on the Farm ,Paramount
1941 (14th),14,SHORT SUBJECT (One-reel),,Forty Boys and a Song ,Warner Bros.
1941 (14th),14,SHORT SUBJECT (One-reel),,Kings of the Turf ,Warner Bros.
1941 (14th),14,SHORT SUBJECT (One-reel),1,Of Pups and Puzzles ,Metro-Goldwyn-Mayer
1941 (14th),14,SHORT SUBJECT (One-reel),,Sagebrush and Silver ,20th Century-Fox
1941 (14th),14,SHORT SUBJECT (Two-reel),,Alive in the Deep ,"Woodard Productions, Inc."
1941 (14th),14,SHORT SUBJECT (Two-reel),,Forbidden Passage ,Metro-Goldwyn-Mayer
1941 (14th),14,SHORT SUBJECT (Two-reel),,The Gay Parisian ,Warner Bros.
1941 (14th),14,SHORT SUBJECT (Two-reel),1,Main Street on the March! ,Metro-Goldwyn-Mayer
1941 (14th),14,SHORT SUBJECT (Two-reel),,The Tanks Are Coming ,United States Army
1941 (14th),14,SOUND RECORDING,,Appointment for Love ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1941 (14th),14,SOUND RECORDING,,Ball of Fire ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1941 (14th),14,SOUND RECORDING,,The Chocolate Soldier ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1941 (14th),14,SOUND RECORDING,,Citizen Kane ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1941 (14th),14,SOUND RECORDING,,The Devil Pays Off ,"Republic Studio Sound Department, Charles Lootens, Sound Director"
1941 (14th),14,SOUND RECORDING,,How Green Was My Valley ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1941 (14th),14,SOUND RECORDING,,The Men in Her Life ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1941 (14th),14,SOUND RECORDING,,Sergeant York ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1941 (14th),14,SOUND RECORDING,,Skylark ,"Paramount Studio Sound Department, Loren Ryder, Sound Director"
1941 (14th),14,SOUND RECORDING,1,That Hamilton Woman ,"General Service Sound Department, Jack Whitney, Sound Director"
1941 (14th),14,SOUND RECORDING,,Topper Returns ,"Hal Roach Studio Sound Department, Elmer Raguse, Sound Director"
1941 (14th),14,SPECIAL EFFECTS,,Aloma of the South Seas ,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop"
1941 (14th),14,SPECIAL EFFECTS,,Dive Bomber ,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson
1941 (14th),14,SPECIAL EFFECTS,,Flight Command ,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer
1941 (14th),14,SPECIAL EFFECTS,1,I Wanted Wings ,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop"
1941 (14th),14,SPECIAL EFFECTS,,The Invisible Woman ,Photographic Effects by John Fulton; Sound Effects by John Hall
1941 (14th),14,SPECIAL EFFECTS,,The Sea Wolf ,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson
1941 (14th),14,SPECIAL EFFECTS,,That Hamilton Woman ,Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth
1941 (14th),14,SPECIAL EFFECTS,,Topper Returns ,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse
1941 (14th),14,SPECIAL EFFECTS,,A Yank in the R.A.F. ,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen
1941 (14th),14,WRITING (Original Screenplay),1,Citizen Kane ,"Herman J. Mankiewicz, Orson Welles"
1941 (14th),14,WRITING (Original Screenplay),,The Devil and Miss Jones ,Norman Krasna
1941 (14th),14,WRITING (Original Screenplay),,Sergeant York ,"Abem Finkel, Harry Chandlee, Howard Koch, John Huston"
1941 (14th),14,WRITING (Original Screenplay),,"Tall, Dark and Handsome ","Karl Tunberg, Darrell Ware"
1941 (14th),14,WRITING (Original Screenplay),,"Tom, Dick and Harry ",Paul Jarrico
1941 (14th),14,WRITING (Original Story),,Ball of Fire ,"Billy Wilder, Thomas Monroe"
1941 (14th),14,WRITING (Original Story),1,Here Comes Mr. Jordan ,Harry Segall
1941 (14th),14,WRITING (Original Story),,The Lady Eve ,Monckton Hoffe
1941 (14th),14,WRITING (Original Story),,Meet John Doe ,"Richard Connell, Robert Presnell"
1941 (14th),14,WRITING (Original Story),,Night Train ,Gordon Wellesley
1941 (14th),14,WRITING (Screenplay),1,Here Comes Mr. Jordan ,"Sidney Buchman, Seton I. Miller"
1941 (14th),14,WRITING (Screenplay),,Hold Back the Dawn ,"Charles Brackett, Billy Wilder"
1941 (14th),14,WRITING (Screenplay),,How Green Was My Valley ,Philip Dunne
1941 (14th),14,WRITING (Screenplay),,The Little Foxes ,Lillian Hellman
1941 (14th),14,WRITING (Screenplay),,The Maltese Falcon ,John Huston
1941 (14th),14,SPECIAL AWARD,1,"To Rey Scott for his extraordinary achievement in producing Kukan, the film record of China's struggle, including its photography with a 16mm camera under the most difficult and dangerous conditions.",
1941 (14th),14,SPECIAL AWARD,1,"To The British Ministry of Information for its vivid and dramatic presentation of the heroism of the RAF in the documentary film, Target for Tonight.",
1941 (14th),14,SPECIAL AWARD,1,"To Leopold Stokowski and his associates for their unique achievement in the creation of a new form of visualized music in Walt Disney's production, Fantasia, thereby widening the scope of the motion picture as entertainment and as an art form.",
1941 (14th),14,SPECIAL AWARD,1,"To Walt Disney, William Garity, John N. A. Hawkins and the RCA Manufacturing Company for their outstanding contribution to the advancement of the use of sound in motion pictures through the production of Fantasia.",
1941 (14th),14,IRVING G. THALBERG MEMORIAL AWARD,1,Walt Disney,
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,"To ELECTRICAL RESEARCH PRODUCTS DIVISION OF WESTERN ELECTRIC CO., INC., for the development of the precision integrating sphere densitometer. [Laboratory]",
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,To RCA MANUFACTURING COMPANY for the design and development of the MI-3043 Uni-directional microphone. [Sound],
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To RAY WILKINSON and the PARAMOUNT STUDIO LABORATORY for pioneering in the use of and for the first practical application to release printing of fine grain positive stock. [Film],
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To CHARLES LOOTENS and the REPUBLIC STUDIO SOUND DEPARTMENT for pioneering the use of and for the first practical application to motion picture production of CLASS B push-pull variable area recording. [Sound],
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To WILBUR SILVERTOOTH and the PARAMOUNT STUDIO ENGINEERING DEPARTMENT for the design and computation of a relay condenser system applicable to transparency process projection, delivering considerably more usable light. [Special Photographic]",
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To PARAMOUNT PICTURES, INC., and 20TH CENTURY-FOX FILM CORP. for the development and first practical application to motion picture production of an automatic scene slating device. [Stage Operations]",
1941 (14th),14,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT, and to LOREN RYDER and the PARAMOUNT STUDIO SOUND DEPARTMENT for pioneering the development of fine grain emulsions for variable density original sound recording in studio production. [Sound]",
1942 (15th),15,ACTOR,1,James Cagney,Yankee Doodle Dandy
1942 (15th),15,ACTOR,,Ronald Colman,Random Harvest
1942 (15th),15,ACTOR,,Gary Cooper,The Pride of the Yankees
1942 (15th),15,ACTOR,,Walter Pidgeon,Mrs. Miniver
1942 (15th),15,ACTOR,,Monty Woolley,The Pied Piper
1942 (15th),15,ACTOR IN A SUPPORTING ROLE,,William Bendix,Wake Island
1942 (15th),15,ACTOR IN A SUPPORTING ROLE,1,Van Heflin,Johnny Eager
1942 (15th),15,ACTOR IN A SUPPORTING ROLE,,Walter Huston,Yankee Doodle Dandy
1942 (15th),15,ACTOR IN A SUPPORTING ROLE,,Frank Morgan,Tortilla Flat
1942 (15th),15,ACTOR IN A SUPPORTING ROLE,,Henry Travers,Mrs. Miniver
1942 (15th),15,ACTRESS,,Bette Davis,"Now, Voyager"
1942 (15th),15,ACTRESS,1,Greer Garson,Mrs. Miniver
1942 (15th),15,ACTRESS,,Katharine Hepburn,Woman of the Year
1942 (15th),15,ACTRESS,,Rosalind Russell,My Sister Eileen
1942 (15th),15,ACTRESS,,Teresa Wright,The Pride of the Yankees
1942 (15th),15,ACTRESS IN A SUPPORTING ROLE,,Gladys Cooper,"Now, Voyager"
1942 (15th),15,ACTRESS IN A SUPPORTING ROLE,,Agnes Moorehead,The Magnificent Ambersons
1942 (15th),15,ACTRESS IN A SUPPORTING ROLE,,Susan Peters,Random Harvest
1942 (15th),15,ACTRESS IN A SUPPORTING ROLE,,Dame May Whitty,Mrs. Miniver
1942 (15th),15,ACTRESS IN A SUPPORTING ROLE,1,Teresa Wright,Mrs. Miniver
1942 (15th),15,ART DIRECTION (Black-and-White),,George Washington Slept Here ,"Art Direction:  Max Parker, Mark-Lee Kirk;  Interior Decoration:  Casey Roberts"
1942 (15th),15,ART DIRECTION (Black-and-White),,The Magnificent Ambersons ,"Art Direction:  Albert S. D'Agostino;  Interior Decoration:  Darrell Silvera, Al Fields"
1942 (15th),15,ART DIRECTION (Black-and-White),,The Pride of the Yankees ,Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol
1942 (15th),15,ART DIRECTION (Black-and-White),,Random Harvest ,"Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis, Jack Moore"
1942 (15th),15,ART DIRECTION (Black-and-White),,The Shanghai Gesture ,Art Direction:  Boris Leven;  Interior Decoration:  Boris Leven
1942 (15th),15,ART DIRECTION (Black-and-White),,Silver Queen ,Art Direction:  Ralph Berger;  Interior Decoration:  Emile Kuri
1942 (15th),15,ART DIRECTION (Black-and-White),,The Spoilers ,"Art Direction:  Jack Otterson, John B. Goodman;  Interior Decoration:  Russell A. Gausman, Edward R. Robinson"
1942 (15th),15,ART DIRECTION (Black-and-White),,"Take a Letter, Darling ","Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  Sam Comer"
1942 (15th),15,ART DIRECTION (Black-and-White),,The Talk of the Town ,"Art Direction:  Lionel Banks, Rudolph Sternad;  Interior Decoration:  Fay Babcock"
1942 (15th),15,ART DIRECTION (Black-and-White),1,This above All ,"Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little"
1942 (15th),15,ART DIRECTION (Color),,Arabian Nights ,"Art Direction:  Jack Otterson, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb"
1942 (15th),15,ART DIRECTION (Color),,Captains of the Clouds ,Art Direction:  Ted Smith;  Interior Decoration:  Casey Roberts
1942 (15th),15,ART DIRECTION (Color),,Jungle Book ,Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron
1942 (15th),15,ART DIRECTION (Color),1,My Gal Sal ,"Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little"
1942 (15th),15,ART DIRECTION (Color),,Reap the Wild Wind ,"Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  George Sawley"
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,Kings Row ,James Wong Howe
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,The Magnificent Ambersons ,Stanley Cortez
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),1,Mrs. Miniver ,Joseph Ruttenberg
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,Moontide ,Charles Clarke
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,The Pied Piper ,Edward Cronjager
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,The Pride of the Yankees ,Rudolph Maté
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,"Take a Letter, Darling ",John Mescall
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,The Talk of the Town ,Ted Tetzlaff
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,Ten Gentlemen from West Point ,Leon Shamroy
1942 (15th),15,CINEMATOGRAPHY (Black-and-White),,This above All ,Arthur Miller
